layer,kind,tensor,type,cols,rows,batch,calls,ms
14,ffn_gate,blk.14.ffn_gate.weight,Q4_0,4096,11008,1,16,42.354975
14,ffn_up,blk.14.ffn_up.weight,Q4_0,4096,11008,1,16,42.179808
14,ffn_down,blk.14.ffn_down.weight,Q4_0,11008,4096,1,16,43.205787
15,q_proj,blk.15.attn_q.weight,Q4_0,4096,4096,1,16,15.994275
15,k_proj,blk.15.attn_k.weight,Q4_0,4096,4096,1,16,16.008148
15,v_proj,blk.15.attn_v.weight,Q4_0,4096,4096,1,16,16.262467
15,o_proj,blk.15.attn_output.weight,Q4_0,4096,4096,1,16,16.170877
15,ffn_gate,blk.15.ffn_gate.weight,Q4_0,4096,11008,1,16,42.398489
15,ffn_up,blk.15.ffn_up.weight,Q4_0,4096,11008,1,16,42.121656
15,ffn_down,blk.15.ffn_down.weight,Q4_0,11008,4096,1,16,42.876687
16,q_proj,blk.16.attn_q.weight,Q4_0,4096,4096,1,16,15.948327
16,k_proj,blk.16.attn_k.weight,Q4_0,4096,4096,1,16,15.979913
16,v_proj,blk.16.attn_v.weight,Q4_0,4096,4096,1,16,15.955447
16,o_proj,blk.16.attn_output.weight,Q4_0,4096,4096,1,16,16.048737
16,ffn_gate,blk.16.ffn_gate.weight,Q4_0,4096,11008,1,16,42.057248
16,ffn_up,blk.16.ffn_up.weight,Q4_0,4096,11008,1,16,42.211834
16,ffn_down,blk.16.ffn_down.weight,Q4_0,11008,4096,1,16,42.827524
17,q_proj,blk.17.attn_q.weight,Q4_0,4096,4096,1,16,15.954601
17,k_proj,blk.17.attn_k.weight,Q4_0,4096,4096,1,16,16.966801
17,v_proj,blk.17.attn_v.weight,Q4_0,4096,4096,1,16,15.957627
17,o_proj,blk.17.attn_output.weight,Q4_0,4096,4096,1,16,16.010793
17,ffn_gate,blk.17.ffn_gate.weight,Q4_0,4096,11008,1,16,42.300361
17,ffn_up,blk.17.ffn_up.weight,Q4_0,4096,11008,1,16,42.913331
17,ffn_down,blk.17.ffn_down.weight,Q4_0,11008,4096,1,16,42.833908
18,q_proj,blk.18.attn_q.weight,Q4_0,4096,4096,1,16,15.932444
18,k_proj,blk.18.attn_k.weight,Q4_0,4096,4096,1,16,15.945516
18,v_proj,blk.18.attn_v.weight,Q4_0,4096,4096,1,16,15.970434
18,o_proj,blk.18.attn_output.weight,Q4_0,4096,4096,1,16,16.058235
18,ffn_gate,blk.18.ffn_gate.weight,Q4_0,4096,11008,1,16,42.289232
18,ffn_up,blk.18.ffn_up.weight,Q4_0,4096,11008,1,16,42.727865
18,ffn_down,blk.18.ffn_down.weight,Q4_0,11008,4096,1,16,42.772217
19,q_proj,blk.19.attn_q.weight,Q4_0,4096,4096,1,16,15.999969
19,k_proj,blk.19.attn_k.weight,Q4_0,4096,4096,1,16,15.973261
19,v_proj,blk.19.attn_v.weight,Q4_0,4096,4096,1,16,15.957868
19,o_proj,blk.19.attn_output.weight,Q4_0,4096,4096,1,16,16.080000
19,ffn_gate,blk.19.ffn_gate.weight,Q4_0,4096,11008,1,16,42.271703
19,ffn_up,blk.19.ffn_up.weight,Q4_0,4096,11008,1,16,42.201202
19,ffn_down,blk.19.ffn_down.weight,Q4_0,11008,4096,1,16,42.864705
20,q_proj,blk.20.attn_q.weight,Q4_0,4096,4096,1,16,15.975708
20,k_proj,blk.20.attn_k.weight,Q4_0,4096,4096,1,16,15.933956
20,v_proj,blk.20.attn_v.weight,Q4_0,4096,4096,1,16,15.944941
20,o_proj,blk.20.attn_output.weight,Q4_0,4096,4096,1,16,16.058577
20,ffn_gate,blk.20.ffn_gate.weight,Q4_0,4096,11008,1,16,42.202701
20,ffn_up,blk.20.ffn_up.weight,Q4_0,4096,11008,1,16,42.248813
20,ffn_down,blk.20.ffn_down.weight,Q4_0,11008,4096,1,16,42.822670
21,q_proj,blk.21.attn_q.weight,Q4_0,4096,4096,1,16,15.967364
21,k_proj,blk.21.attn_k.weight,Q4_0,4096,4096,1,16,15.962344
21,v_proj,blk.21.attn_v.weight,Q4_0,4096,4096,1,16,15.958933
21,o_proj,blk.21.attn_output.weight,Q4_0,4096,4096,1,16,17.075244
21,ffn_gate,blk.21.ffn_gate.weight,Q4_0,4096,11008,1,16,42.229879
21,ffn_up,blk.21.ffn_up.weight,Q4_0,4096,11008,1,16,42.135337
21,ffn_down,blk.21.ffn_down.weight,Q4_0,11008,4096,1,16,42.968485
22,q_proj,blk.22.attn_q.weight,Q4_0,4096,4096,1,16,16.069383
22,k_proj,blk.22.attn_k.weight,Q4_0,4096,4096,1,16,15.964184
22,v_proj,blk.22.attn_v.weight,Q4_0,4096,4096,1,16,16.006528
22,o_proj,blk.22.attn_output.weight,Q4_0,4096,4096,1,16,16.056479
22,ffn_gate,blk.22.ffn_gate.weight,Q4_0,4096,11008,1,16,42.291644
22,ffn_up,blk.22.ffn_up.weight,Q4_0,4096,11008,1,16,42.485200
22,ffn_down,blk.22.ffn_down.weight,Q4_0,11008,4096,1,16,42.930631
23,q_proj,blk.23.attn_q.weight,Q4_0,4096,4096,1,16,15.987751
23,k_proj,blk.23.attn_k.weight,Q4_0,4096,4096,1,16,16.038607
23,v_proj,blk.23.attn_v.weight,Q4_0,4096,4096,1,16,16.599069
23,o_proj,blk.23.attn_output.weight,Q4_0,4096,4096,1,16,18.924455
23,ffn_gate,blk.23.ffn_gate.weight,Q4_0,4096,11008,1,16,42.138164
23,ffn_up,blk.23.ffn_up.weight,Q4_0,4096,11008,1,16,44.561320
23,ffn_down,blk.23.ffn_down.weight,Q4_0,11008,4096,1,16,44.990304
24,q_proj,blk.24.attn_q.weight,Q4_0,4096,4096,1,16,16.039477
24,k_proj,blk.24.attn_k.weight,Q4_0,4096,4096,1,16,16.131755
24,v_proj,blk.24.attn_v.weight,Q4_0,4096,4096,1,16,15.945527
24,o_proj,blk.24.attn_output.weight,Q4_0,4096,4096,1,16,18.829394
24,ffn_gate,blk.24.ffn_gate.weight,Q4_0,4096,11008,1,16,42.244009
24,ffn_up,blk.24.ffn_up.weight,Q4_0,4096,11008,1,16,45.163954
24,ffn_down,blk.24.ffn_down.weight,Q4_0,11008,4096,1,16,45.931011
25,q_proj,blk.25.attn_q.weight,Q4_0,4096,4096,1,16,15.952530
25,k_proj,blk.25.attn_k.weight,Q4_0,4096,4096,1,16,16.339904
25,v_proj,blk.25.attn_v.weight,Q4_0,4096,4096,1,16,15.954168
25,o_proj,blk.25.attn_output.weight,Q4_0,4096,4096,1,16,18.766411
25,ffn_gate,blk.25.ffn_gate.weight,Q4_0,4096,11008,1,16,42.865374
25,ffn_up,blk.25.ffn_up.weight,Q4_0,4096,11008,1,16,46.135956
25,ffn_down,blk.25.ffn_down.weight,Q4_0,11008,4096,1,16,45.742650
26,q_proj,blk.26.attn_q.weight,Q4_0,4096,4096,1,16,16.012678
26,k_proj,blk.26.attn_k.weight,Q4_0,4096,4096,1,16,16.043291
26,v_proj,blk.26.attn_v.weight,Q4_0,4096,4096,1,16,18.991982
26,o_proj,blk.26.attn_output.weight,Q4_0,4096,4096,1,16,16.030309
26,ffn_gate,blk.26.ffn_gate.weight,Q4_0,4096,11008,1,16,44.331209
26,ffn_up,blk.26.ffn_up.weight,Q4_0,4096,11008,1,16,44.724487
26,ffn_down,blk.26.ffn_down.weight,Q4_0,11008,4096,1,16,45.651369
27,q_proj,blk.27.attn_q.weight,Q4_0,4096,4096,1,16,16.004692
27,k_proj,blk.27.attn_k.weight,Q4_0,4096,4096,1,16,15.943552
27,v_proj,blk.27.attn_v.weight,Q4_0,4096,4096,1,16,16.992757
27,o_proj,blk.27.attn_output.weight,Q4_0,4096,4096,1,16,16.069182
27,ffn_gate,blk.27.ffn_gate.weight,Q4_0,4096,11008,1,16,45.517316
27,ffn_up,blk.27.ffn_up.weight,Q4_0,4096,11008,1,16,44.840655
27,ffn_down,blk.27.ffn_down.weight,Q4_0,11008,4096,1,16,45.734377
28,q_proj,blk.28.attn_q.weight,Q4_0,4096,4096,1,16,16.072268
28,k_proj,blk.28.attn_k.weight,Q4_0,4096,4096,1,16,16.087209
28,v_proj,blk.28.attn_v.weight,Q4_0,4096,4096,1,16,18.896904
28,o_proj,blk.28.attn_output.weight,Q4_0,4096,4096,1,16,16.123358
28,ffn_gate,blk.28.ffn_gate.weight,Q4_0,4096,11008,1,16,42.246491
28,ffn_up,blk.28.ffn_up.weight,Q4_0,4096,11008,1,16,42.134895
28,ffn_down,blk.28.ffn_down.weight,Q4_0,11008,4096,1,16,42.816807
29,q_proj,blk.29.attn_q.weight,Q4_0,4096,4096,1,16,15.966637
29,k_proj,blk.29.attn_k.weight,Q4_0,4096,4096,1,16,16.012469
29,v_proj,blk.29.attn_v.weight,Q4_0,4096,4096,1,16,15.982383
29,o_proj,blk.29.attn_output.weight,Q4_0,4096,4096,1,16,16.087001
29,ffn_gate,blk.29.ffn_gate.weight,Q4_0,4096,11008,1,16,42.163474
29,ffn_up,blk.29.ffn_up.weight,Q4_0,4096,11008,1,16,42.229352
29,ffn_down,blk.29.ffn_down.weight,Q4_0,11008,4096,1,16,42.978757
30,q_proj,blk.30.attn_q.weight,Q4_0,4096,4096,1,16,15.966469
30,k_proj,blk.30.attn_k.weight,Q4_0,4096,4096,1,16,15.961566
30,v_proj,blk.30.attn_v.weight,Q4_0,4096,4096,1,16,15.973287
30,o_proj,blk.30.attn_output.weight,Q4_0,4096,4096,1,16,16.077834
30,ffn_gate,blk.30.ffn_gate.weight,Q4_0,4096,11008,1,16,42.267141
30,ffn_up,blk.30.ffn_up.weight,Q4_0,4096,11008,1,16,42.606352
30,ffn_down,blk.30.ffn_down.weight,Q4_0,11008,4096,1,16,42.889870
31,q_proj,blk.31.attn_q.weight,Q4_0,4096,4096,1,16,16.131743
31,k_proj,blk.31.attn_k.weight,Q4_0,4096,4096,1,16,15.955203
31,v_proj,blk.31.attn_v.weight,Q4_0,4096,4096,1,16,15.922434
31,o_proj,blk.31.attn_output.weight,Q4_0,4096,4096,1,16,16.051738
31,ffn_gate,blk.31.ffn_gate.weight,Q4_0,4096,11008,1,16,42.267325
31,ffn_up,blk.31.ffn_up.weight,Q4_0,4096,11008,1,16,42.206932
31,ffn_down,blk.31.ffn_down.weight,Q4_0,11008,4096,1,16,42.889227
