layer,kind,tensor,type,cols,rows,batch,calls,ms
18,ffn_up,blk.18.ffn_up.weight,Q4_0,4096,11008,32,4,276.810181
18,ffn_down,blk.18.ffn_down.weight,Q4_0,11008,4096,32,4,284.231578
19,q_proj,blk.19.attn_q.weight,Q4_0,4096,4096,32,4,106.072595
19,k_proj,blk.19.attn_k.weight,Q4_0,4096,4096,32,4,107.150772
19,v_proj,blk.19.attn_v.weight,Q4_0,4096,4096,32,4,106.415187
19,o_proj,blk.19.attn_output.weight,Q4_0,4096,4096,32,4,107.198135
19,ffn_gate,blk.19.ffn_gate.weight,Q4_0,4096,11008,32,4,279.798661
19,ffn_up,blk.19.ffn_up.weight,Q4_0,4096,11008,32,4,278.420658
19,ffn_down,blk.19.ffn_down.weight,Q4_0,11008,4096,32,4,287.941448
20,q_proj,blk.20.attn_q.weight,Q4_0,4096,4096,32,4,107.303086
20,k_proj,blk.20.attn_k.weight,Q4_0,4096,4096,32,4,107.098053
20,v_proj,blk.20.attn_v.weight,Q4_0,4096,4096,32,4,105.068905
20,o_proj,blk.20.attn_output.weight,Q4_0,4096,4096,32,4,108.984965
20,ffn_gate,blk.20.ffn_gate.weight,Q4_0,4096,11008,32,4,282.239523
20,ffn_up,blk.20.ffn_up.weight,Q4_0,4096,11008,32,4,281.075867
20,ffn_down,blk.20.ffn_down.weight,Q4_0,11008,4096,32,4,285.244150
21,q_proj,blk.21.attn_q.weight,Q4_0,4096,4096,32,4,106.082502
21,k_proj,blk.21.attn_k.weight,Q4_0,4096,4096,32,4,105.470774
21,v_proj,blk.21.attn_v.weight,Q4_0,4096,4096,32,4,105.951205
21,o_proj,blk.21.attn_output.weight,Q4_0,4096,4096,32,4,107.502606
21,ffn_gate,blk.21.ffn_gate.weight,Q4_0,4096,11008,32,4,280.142946
21,ffn_up,blk.21.ffn_up.weight,Q4_0,4096,11008,32,4,276.780896
21,ffn_down,blk.21.ffn_down.weight,Q4_0,11008,4096,32,4,288.310631
22,q_proj,blk.22.attn_q.weight,Q4_0,4096,4096,32,4,104.405846
22,k_proj,blk.22.attn_k.weight,Q4_0,4096,4096,32,4,105.067542
22,v_proj,blk.22.attn_v.weight,Q4_0,4096,4096,32,4,105.506754
22,o_proj,blk.22.attn_output.weight,Q4_0,4096,4096,32,4,109.030904
22,ffn_gate,blk.22.ffn_gate.weight,Q4_0,4096,11008,32,4,279.276902
22,ffn_up,blk.22.ffn_up.weight,Q4_0,4096,11008,32,4,276.258208
22,ffn_down,blk.22.ffn_down.weight,Q4_0,11008,4096,32,4,285.146594
23,q_proj,blk.23.attn_q.weight,Q4_0,4096,4096,32,4,105.286466
23,k_proj,blk.23.attn_k.weight,Q4_0,4096,4096,32,4,106.140927
23,v_proj,blk.23.attn_v.weight,Q4_0,4096,4096,32,4,104.573262
23,o_proj,blk.23.attn_output.weight,Q4_0,4096,4096,32,4,106.454077
23,ffn_gate,blk.23.ffn_gate.weight,Q4_0,4096,11008,32,4,279.852147
23,ffn_up,blk.23.ffn_up.weight,Q4_0,4096,11008,32,4,278.996553
23,ffn_down,blk.23.ffn_down.weight,Q4_0,11008,4096,32,4,284.609187
24,q_proj,blk.24.attn_q.weight,Q4_0,4096,4096,32,4,105.620179
24,k_proj,blk.24.attn_k.weight,Q4_0,4096,4096,32,4,106.213128
24,v_proj,blk.24.attn_v.weight,Q4_0,4096,4096,32,4,108.446411
24,o_proj,blk.24.attn_output.weight,Q4_0,4096,4096,32,4,106.558126
24,ffn_gate,blk.24.ffn_gate.weight,Q4_0,4096,11008,32,4,279.407216
24,ffn_up,blk.24.ffn_up.weight,Q4_0,4096,11008,32,4,278.161471
24,ffn_down,blk.24.ffn_down.weight,Q4_0,11008,4096,32,4,282.022067
25,q_proj,blk.25.attn_q.weight,Q4_0,4096,4096,32,4,107.291338
25,k_proj,blk.25.attn_k.weight,Q4_0,4096,4096,32,4,105.101054
25,v_proj,blk.25.attn_v.weight,Q4_0,4096,4096,32,4,105.725039
25,o_proj,blk.25.attn_output.weight,Q4_0,4096,4096,32,4,110.920074
25,ffn_gate,blk.25.ffn_gate.weight,Q4_0,4096,11008,32,4,278.397694
25,ffn_up,blk.25.ffn_up.weight,Q4_0,4096,11008,32,4,279.914937
25,ffn_down,blk.25.ffn_down.weight,Q4_0,11008,4096,32,4,285.213570
26,q_proj,blk.26.attn_q.weight,Q4_0,4096,4096,32,4,105.768373
26,k_proj,blk.26.attn_k.weight,Q4_0,4096,4096,32,4,105.967646
26,v_proj,blk.26.attn_v.weight,Q4_0,4096,4096,32,4,104.855894
26,o_proj,blk.26.attn_output.weight,Q4_0,4096,4096,32,4,111.539663
26,ffn_gate,blk.26.ffn_gate.weight,Q4_0,4096,11008,32,4,279.206279
26,ffn_up,blk.26.ffn_up.weight,Q4_0,4096,11008,32,4,277.224706
26,ffn_down,blk.26.ffn_down.weight,Q4_0,11008,4096,32,4,289.921388
27,q_proj,blk.27.attn_q.weight,Q4_0,4096,4096,32,4,106.188638
27,k_proj,blk.27.attn_k.weight,Q4_0,4096,4096,32,4,107.002823
27,v_proj,blk.27.attn_v.weight,Q4_0,4096,4096,32,4,104.751737
27,o_proj,blk.27.attn_output.weight,Q4_0,4096,4096,32,4,108.680284
27,ffn_gate,blk.27.ffn_gate.weight,Q4_0,4096,11008,32,4,281.794164
27,ffn_up,blk.27.ffn_up.weight,Q4_0,4096,11008,32,4,278.631931
27,ffn_down,blk.27.ffn_down.weight,Q4_0,11008,4096,32,4,279.580707
28,q_proj,blk.28.attn_q.weight,Q4_0,4096,4096,32,4,105.528847
28,k_proj,blk.28.attn_k.weight,Q4_0,4096,4096,32,4,105.634576
28,v_proj,blk.28.attn_v.weight,Q4_0,4096,4096,32,4,105.411268
28,o_proj,blk.28.attn_output.weight,Q4_0,4096,4096,32,4,110.551332
28,ffn_gate,blk.28.ffn_gate.weight,Q4_0,4096,11008,32,4,277.919929
28,ffn_up,blk.28.ffn_up.weight,Q4_0,4096,11008,32,4,277.788924
28,ffn_down,blk.28.ffn_down.weight,Q4_0,11008,4096,32,4,286.671276
29,q_proj,blk.29.attn_q.weight,Q4_0,4096,4096,32,4,105.088955
29,k_proj,blk.29.attn_k.weight,Q4_0,4096,4096,32,4,107.346331
29,v_proj,blk.29.attn_v.weight,Q4_0,4096,4096,32,4,106.069255
29,o_proj,blk.29.attn_output.weight,Q4_0,4096,4096,32,4,108.685530
29,ffn_gate,blk.29.ffn_gate.weight,Q4_0,4096,11008,32,4,276.542929
29,ffn_up,blk.29.ffn_up.weight,Q4_0,4096,11008,32,4,275.977252
29,ffn_down,blk.29.ffn_down.weight,Q4_0,11008,4096,32,4,285.046131
30,q_proj,blk.30.attn_q.weight,Q4_0,4096,4096,32,4,107.137764
30,k_proj,blk.30.attn_k.weight,Q4_0,4096,4096,32,4,106.745660
30,v_proj,blk.30.attn_v.weight,Q4_0,4096,4096,32,4,103.714292
30,o_proj,blk.30.attn_output.weight,Q4_0,4096,4096,32,4,109.209101
30,ffn_gate,blk.30.ffn_gate.weight,Q4_0,4096,11008,32,4,278.012272
30,ffn_up,blk.30.ffn_up.weight,Q4_0,4096,11008,32,4,275.845418
30,ffn_down,blk.30.ffn_down.weight,Q4_0,11008,4096,32,4,294.123447
31,q_proj,blk.31.attn_q.weight,Q4_0,4096,4096,32,4,107.837895
31,k_proj,blk.31.attn_k.weight,Q4_0,4096,4096,32,4,103.299974
31,v_proj,blk.31.attn_v.weight,Q4_0,4096,4096,32,4,105.395829
31,o_proj,blk.31.attn_output.weight,Q4_0,4096,4096,32,4,112.898498
31,ffn_gate,blk.31.ffn_gate.weight,Q4_0,4096,11008,32,4,281.948669
31,ffn_up,blk.31.ffn_up.weight,Q4_0,4096,11008,32,4,278.882332
31,ffn_down,blk.31.ffn_down.weight,Q4_0,11008,4096,32,4,286.154165
-1,output,output.weight,Q6_K,4096,32000,1,17,3040.492047
0,q_proj,blk.0.attn_q.weight,Q4_0,4096,4096,1,16,18.730012
0,k_proj,blk.0.attn_k.weight,Q4_0,4096,4096,1,16,18.241641
0,v_proj,blk.0.attn_v.weight,Q4_0,4096,4096,1,16,18.154199
0,o_proj,blk.0.attn_output.weight,Q4_0,4096,4096,1,16,18.714032
0,ffn_gate,blk.0.ffn_gate.weight,Q4_0,4096,11008,1,16,49.275994
0,ffn_up,blk.0.ffn_up.weight,Q4_0,4096,11008,1,16,49.054152
0,ffn_down,blk.0.ffn_down.weight,Q4_0,11008,4096,1,16,50.235703
1,q_proj,blk.1.attn_q.weight,Q4_0,4096,4096,1,16,18.181452
1,k_proj,blk.1.attn_k.weight,Q4_0,4096,4096,1,16,18.175637
1,v_proj,blk.1.attn_v.weight,Q4_0,4096,4096,1,16,18.286475
1,o_proj,blk.1.attn_output.weight,Q4_0,4096,4096,1,16,18.666945
1,ffn_gate,blk.1.ffn_gate.weight,Q4_0,4096,11008,1,16,48.986672
1,ffn_up,blk.1.ffn_up.weight,Q4_0,4096,11008,1,16,49.193498
1,ffn_down,blk.1.ffn_down.weight,Q4_0,11008,4096,1,16,50.272533
2,q_proj,blk.2.attn_q.weight,Q4_0,4096,4096,1,16,18.228368
2,k_proj,blk.2.attn_k.weight,Q4_0,4096,4096,1,16,18.241192
2,v_proj,blk.2.attn_v.weight,Q4_0,4096,4096,1,16,18.221656
2,o_proj,blk.2.attn_output.weight,Q4_0,4096,4096,1,16,18.631871
2,ffn_gate,blk.2.ffn_gate.weight,Q4_0,4096,11008,1,16,49.095226
2,ffn_up,blk.2.ffn_up.weight,Q4_0,4096,11008,1,16,49.050722
2,ffn_down,blk.2.ffn_down.weight,Q4_0,11008,4096,1,16,50.185685
3,q_proj,blk.3.attn_q.weight,Q4_0,4096,4096,1,16,18.139550
3,k_proj,blk.3.attn_k.weight,Q4_0,4096,4096,1,16,18.214031
3,v_proj,blk.3.attn_v.weight,Q4_0,4096,4096,1,16,18.191420
3,o_proj,blk.3.attn_output.weight,Q4_0,4096,4096,1,16,18.637077
3,ffn_gate,blk.3.ffn_gate.weight,Q4_0,4096,11008,1,16,49.017427
3,ffn_up,blk.3.ffn_up.weight,Q4_0,4096,11008,1,16,50.354756
3,ffn_down,blk.3.ffn_down.weight,Q4_0,11008,4096,1,16,50.230794
4,q_proj,blk.4.attn_q.weight,Q4_0,4096,4096,1,16,18.199292
4,k_proj,blk.4.attn_k.weight,Q4_0,4096,4096,1,16,18.285657
4,v_proj,blk.4.attn_v.weight,Q4_0,4096,4096,1,16,18.246953
4,o_proj,blk.4.attn_output.weight,Q4_0,4096,4096,1,16,18.650491
4,ffn_gate,blk.4.ffn_gate.weight,Q4_0,4096,11008,1,16,48.979016
4,ffn_up,blk.4.ffn_up.weight,Q4_0,4096,11008,1,16,49.689733
4,ffn_down,blk.4.ffn_down.weight,Q4_0,11008,4096,1,16,50.203230
5,q_proj,blk.5.attn_q.weight,Q4_0,4096,4096,1,16,18.195939
5,k_proj,blk.5.attn_k.weight,Q4_0,4096,4096,1,16,18.135063
5,v_proj,blk.5.attn_v.weight,Q4_0,4096,4096,1,16,18.189394
5,o_proj,blk.5.attn_output.weight,Q4_0,4096,4096,1,16,18.693683
5,ffn_gate,blk.5.ffn_gate.weight,Q4_0,4096,11008,1,16,49.075757
5,ffn_up,blk.5.ffn_up.weight,Q4_0,4096,11008,1,16,49.354761
5,ffn_down,blk.5.ffn_down.weight,Q4_0,11008,4096,1,16,50.178993
6,q_proj,blk.6.attn_q.weight,Q4_0,4096,4096,1,16,18.222617
6,k_proj,blk.6.attn_k.weight,Q4_0,4096,4096,1,16,18.206344
6,v_proj,blk.6.attn_v.weight,Q4_0,4096,4096,1,16,18.296485
6,o_proj,blk.6.attn_output.weight,Q4_0,4096,4096,1,16,18.574077
6,ffn_gate,blk.6.ffn_gate.weight,Q4_0,4096,11008,1,16,49.063474
6,ffn_up,blk.6.ffn_up.weight,Q4_0,4096,11008,1,16,49.076540
6,ffn_down,blk.6.ffn_down.weight,Q4_0,11008,4096,1,16,50.187478
7,q_proj,blk.7.attn_q.weight,Q4_0,4096,4096,1,16,18.265889
7,k_proj,blk.7.attn_k.weight,Q4_0,4096,4096,1,16,18.581742
7,v_proj,blk.7.attn_v.weight,Q4_0,4096,4096,1,16,18.171492
7,o_proj,blk.7.attn_output.weight,Q4_0,4096,4096,1,16,18.573370
7,ffn_gate,blk.7.ffn_gate.weight,Q4_0,4096,11008,1,16,49.089916
7,ffn_up,blk.7.ffn_up.weight,Q4_0,4096,11008,1,16,49.161038
7,ffn_down,blk.7.ffn_down.weight,Q4_0,11008,4096,1,16,50.136593
8,q_proj,blk.8.attn_q.weight,Q4_0,4096,4096,1,16,18.204525
8,k_proj,blk.8.attn_k.weight,Q4_0,4096,4096,1,16,18.143570
8,v_proj,blk.8.attn_v.weight,Q4_0,4096,4096,1,16,18.287763
8,o_proj,blk.8.attn_output.weight,Q4_0,4096,4096,1,16,18.585693
8,ffn_gate,blk.8.ffn_gate.weight,Q4_0,4096,11008,1,16,49.422511
8,ffn_up,blk.8.ffn_up.weight,Q4_0,4096,11008,1,16,49.288447
8,ffn_down,blk.8.ffn_down.weight,Q4_0,11008,4096,1,16,50.199250
9,q_proj,blk.9.attn_q.weight,Q4_0,4096,4096,1,16,18.202830
9,k_proj,blk.9.attn_k.weight,Q4_0,4096,4096,1,16,18.226494
9,v_proj,blk.9.attn_v.weight,Q4_0,4096,4096,1,16,18.148236
9,o_proj,blk.9.attn_output.weight,Q4_0,4096,4096,1,16,18.649151
9,ffn_gate,blk.9.ffn_gate.weight,Q4_0,4096,11008,1,16,49.496061
9,ffn_up,blk.9.ffn_up.weight,Q4_0,4096,11008,1,16,49.039729
9,ffn_down,blk.9.ffn_down.weight,Q4_0,11008,4096,1,16,50.995271
10,q_proj,blk.10.attn_q.weight,Q4_0,4096,4096,1,16,18.179455
10,k_proj,blk.10.attn_k.weight,Q4_0,4096,4096,1,16,18.183944
10,v_proj,blk.10.attn_v.weight,Q4_0,4096,4096,1,16,18.252574
10,o_proj,blk.10.attn_output.weight,Q4_0,4096,4096,1,16,20.447688
10,ffn_gate,blk.10.ffn_gate.weight,Q4_0,4096,11008,1,16,49.054619
10,ffn_up,blk.10.ffn_up.weight,Q4_0,4096,11008,1,16,49.033127
10,ffn_down,blk.10.ffn_down.weight,Q4_0,11008,4096,1,16,50.211647
11,q_proj,blk.11.attn_q.weight,Q4_0,4096,4096,1,16,18.374345
11,k_proj,blk.11.attn_k.weight,Q4_0,4096,4096,1,16,18.140735
11,v_proj,blk.11.attn_v.weight,Q4_0,4096,4096,1,16,18.249926
11,o_proj,blk.11.attn_output.weight,Q4_0,4096,4096,1,16,18.616388
11,ffn_gate,blk.11.ffn_gate.weight,Q4_0,4096,11008,1,16,49.154968
11,ffn_up,blk.11.ffn_up.weight,Q4_0,4096,11008,1,16,49.872419
11,ffn_down,blk.11.ffn_down.weight,Q4_0,11008,4096,1,16,50.227081
12,q_proj,blk.12.attn_q.weight,Q4_0,4096,4096,1,16,18.251753
12,k_proj,blk.12.attn_k.weight,Q4_0,4096,4096,1,16,18.182854
12,v_proj,blk.12.attn_v.weight,Q4_0,4096,4096,1,16,18.159951
12,o_proj,blk.12.attn_output.weight,Q4_0,4096,4096,1,16,18.580409
12,ffn_gate,blk.12.ffn_gate.weight,Q4_0,4096,11008,1,16,49.616064
12,ffn_up,blk.12.ffn_up.weight,Q4_0,4096,11008,1,16,49.510790
12,ffn_down,blk.12.ffn_down.weight,Q4_0,11008,4096,1,16,50.145983
13,q_proj,blk.13.attn_q.weight,Q4_0,4096,4096,1,16,18.231132
13,k_proj,blk.13.attn_k.weight,Q4_0,4096,4096,1,16,18.194795
13,v_proj,blk.13.attn_v.weight,Q4_0,4096,4096,1,16,18.203299
13,o_proj,blk.13.attn_output.weight,Q4_0,4096,4096,1,16,18.566116
13,ffn_gate,blk.13.ffn_gate.weight,Q4_0,4096,11008,1,16,50.643072
13,ffn_up,blk.13.ffn_up.weight,Q4_0,4096,11008,1,16,49.012048
13,ffn_down,blk.13.ffn_down.weight,Q4_0,11008,4096,1,16,50.185034
14,q_proj,blk.14.attn_q.weight,Q4_0,4096,4096,1,16,18.354152
14,k_proj,blk.14.attn_k.weight,Q4_0,4096,4096,1,16,18.146648
14,v_proj,blk.14.attn_v.weight,Q4_0,4096,4096,1,16,18.344056
14,o_proj,blk.14.attn_output.weight,Q4_0,4096,4096,1,16,18.582272
14,ffn_gate,blk.14.ffn_gate.weight,Q4_0,4096,11008,1,16,49.003781
14,ffn_up,blk.14.ffn_up.weight,Q4_0,4096,11008,1,16,48.987474
14,ffn_down,blk.14.ffn_down.weight,Q4_0,11008,4096,1,16,50.273062
15,q_proj,blk.15.attn_q.weight,Q4_0,4096,4096,1,16,18.657425
