layer,kind,tensor,type,cols,rows,batch,calls,ms
3,v_proj,blk.3.attn_v.weight,Q4_0,4096,4096,1,16,18.206505
3,o_proj,blk.3.attn_output.weight,Q4_0,4096,4096,1,16,19.805812
3,ffn_gate,blk.3.ffn_gate.weight,Q4_0,4096,11008,1,16,49.708624
3,ffn_up,blk.3.ffn_up.weight,Q4_0,4096,11008,1,16,49.041917
3,ffn_down,blk.3.ffn_down.weight,Q4_0,11008,4096,1,16,50.197478
4,q_proj,blk.4.attn_q.weight,Q4_0,4096,4096,1,16,18.188958
4,k_proj,blk.4.attn_k.weight,Q4_0,4096,4096,1,16,18.279891
4,v_proj,blk.4.attn_v.weight,Q4_0,4096,4096,1,16,18.313265
4,o_proj,blk.4.attn_output.weight,Q4_0,4096,4096,1,16,18.628939
4,ffn_gate,blk.4.ffn_gate.weight,Q4_0,4096,11008,1,16,49.071440
4,ffn_up,blk.4.ffn_up.weight,Q4_0,4096,11008,1,16,49.144873
4,ffn_down,blk.4.ffn_down.weight,Q4_0,11008,4096,1,16,50.074042
5,q_proj,blk.5.attn_q.weight,Q4_0,4096,4096,1,16,18.113139
5,k_proj,blk.5.attn_k.weight,Q4_0,4096,4096,1,16,18.200173
5,v_proj,blk.5.attn_v.weight,Q4_0,4096,4096,1,16,18.147882
5,o_proj,blk.5.attn_output.weight,Q4_0,4096,4096,1,16,19.561736
5,ffn_gate,blk.5.ffn_gate.weight,Q4_0,4096,11008,1,16,49.843699
5,ffn_up,blk.5.ffn_up.weight,Q4_0,4096,11008,1,16,48.947921
5,ffn_down,blk.5.ffn_down.weight,Q4_0,11008,4096,1,16,50.100192
6,q_proj,blk.6.attn_q.weight,Q4_0,4096,4096,1,16,18.209519
6,k_proj,blk.6.attn_k.weight,Q4_0,4096,4096,1,16,18.245114
6,v_proj,blk.6.attn_v.weight,Q4_0,4096,4096,1,16,18.273242
6,o_proj,blk.6.attn_output.weight,Q4_0,4096,4096,1,16,18.587540
6,ffn_gate,blk.6.ffn_gate.weight,Q4_0,4096,11008,1,16,49.026631
6,ffn_up,blk.6.ffn_up.weight,Q4_0,4096,11008,1,16,49.678635
6,ffn_down,blk.6.ffn_down.weight,Q4_0,11008,4096,1,16,50.057541
7,q_proj,blk.7.attn_q.weight,Q4_0,4096,4096,1,16,18.144286
7,k_proj,blk.7.attn_k.weight,Q4_0,4096,4096,1,16,18.201462
7,v_proj,blk.7.attn_v.weight,Q4_0,4096,4096,1,16,18.222843
7,o_proj,blk.7.attn_output.weight,Q4_0,4096,4096,1,16,21.424190
7,ffn_gate,blk.7.ffn_gate.weight,Q4_0,4096,11008,1,16,48.967147
7,ffn_up,blk.7.ffn_up.weight,Q4_0,4096,11008,1,16,49.100308
7,ffn_down,blk.7.ffn_down.weight,Q4_0,11008,4096,1,16,50.077045
8,q_proj,blk.8.attn_q.weight,Q4_0,4096,4096,1,16,19.153918
8,k_proj,blk.8.attn_k.weight,Q4_0,4096,4096,1,16,18.241287
8,v_proj,blk.8.attn_v.weight,Q4_0,4096,4096,1,16,18.144586
8,o_proj,blk.8.attn_output.weight,Q4_0,4096,4096,1,16,18.592651
8,ffn_gate,blk.8.ffn_gate.weight,Q4_0,4096,11008,1,16,49.033452
8,ffn_up,blk.8.ffn_up.weight,Q4_0,4096,11008,1,16,49.106769
8,ffn_down,blk.8.ffn_down.weight,Q4_0,11008,4096,1,16,50.057078
9,q_proj,blk.9.attn_q.weight,Q4_0,4096,4096,1,16,18.182106
9,k_proj,blk.9.attn_k.weight,Q4_0,4096,4096,1,16,18.158331
9,v_proj,blk.9.attn_v.weight,Q4_0,4096,4096,1,16,18.238867
9,o_proj,blk.9.attn_output.weight,Q4_0,4096,4096,1,16,18.584472
9,ffn_gate,blk.9.ffn_gate.weight,Q4_0,4096,11008,1,16,48.963861
9,ffn_up,blk.9.ffn_up.weight,Q4_0,4096,11008,1,16,48.954601
9,ffn_down,blk.9.ffn_down.weight,Q4_0,11008,4096,1,16,50.442214
10,q_proj,blk.10.attn_q.weight,Q4_0,4096,4096,1,16,19.034951
10,k_proj,blk.10.attn_k.weight,Q4_0,4096,4096,1,16,18.239013
10,v_proj,blk.10.attn_v.weight,Q4_0,4096,4096,1,16,18.213146
10,o_proj,blk.10.attn_output.weight,Q4_0,4096,4096,1,16,18.551270
10,ffn_gate,blk.10.ffn_gate.weight,Q4_0,4096,11008,1,16,49.023194
10,ffn_up,blk.10.ffn_up.weight,Q4_0,4096,11008,1,16,49.562918
10,ffn_down,blk.10.ffn_down.weight,Q4_0,11008,4096,1,16,51.524299
11,q_proj,blk.11.attn_q.weight,Q4_0,4096,4096,1,16,18.209681
11,k_proj,blk.11.attn_k.weight,Q4_0,4096,4096,1,16,18.582581
11,v_proj,blk.11.attn_v.weight,Q4_0,4096,4096,1,16,18.153703
11,o_proj,blk.11.attn_output.weight,Q4_0,4096,4096,1,16,18.587610
11,ffn_gate,blk.11.ffn_gate.weight,Q4_0,4096,11008,1,16,49.602094
11,ffn_up,blk.11.ffn_up.weight,Q4_0,4096,11008,1,16,49.028441
11,ffn_down,blk.11.ffn_down.weight,Q4_0,11008,4096,1,16,50.170063
12,q_proj,blk.12.attn_q.weight,Q4_0,4096,4096,1,16,18.175776
12,k_proj,blk.12.attn_k.weight,Q4_0,4096,4096,1,16,18.252592
12,v_proj,blk.12.attn_v.weight,Q4_0,4096,4096,1,16,18.220648
12,o_proj,blk.12.attn_output.weight,Q4_0,4096,4096,1,16,18.689333
12,ffn_gate,blk.12.ffn_gate.weight,Q4_0,4096,11008,1,16,48.949594
12,ffn_up,blk.12.ffn_up.weight,Q4_0,4096,11008,1,16,49.072517
12,ffn_down,blk.12.ffn_down.weight,Q4_0,11008,4096,1,16,50.088619
13,q_proj,blk.13.attn_q.weight,Q4_0,4096,4096,1,16,18.257256
13,k_proj,blk.13.attn_k.weight,Q4_0,4096,4096,1,16,18.152660
13,v_proj,blk.13.attn_v.weight,Q4_0,4096,4096,1,16,18.156517
13,o_proj,blk.13.attn_output.weight,Q4_0,4096,4096,1,16,18.597650
13,ffn_gate,blk.13.ffn_gate.weight,Q4_0,4096,11008,1,16,48.938334
13,ffn_up,blk.13.ffn_up.weight,Q4_0,4096,11008,1,16,49.021502
13,ffn_down,blk.13.ffn_down.weight,Q4_0,11008,4096,1,16,50.095290
14,q_proj,blk.14.attn_q.weight,Q4_0,4096,4096,1,16,18.178437
14,k_proj,blk.14.attn_k.weight,Q4_0,4096,4096,1,16,18.828245
14,v_proj,blk.14.attn_v.weight,Q4_0,4096,4096,1,16,18.237350
14,o_proj,blk.14.attn_output.weight,Q4_0,4096,4096,1,16,18.602648
14,ffn_gate,blk.14.ffn_gate.weight,Q4_0,4096,11008,1,16,48.947340
