phase,layer,kind,tensor,type,cols,rows,batch,calls,ms
prefill,30,k_proj,blk.30.attn_k.weight,Q4_0,4096,4096,16,8,98.137439
prefill,30,v_proj,blk.30.attn_v.weight,Q4_0,4096,4096,16,8,98.509575
prefill,30,o_proj,blk.30.attn_output.weight,Q4_0,4096,4096,16,8,98.425590
prefill,30,ffn_gate,blk.30.ffn_gate.weight,Q4_0,4096,11008,16,8,262.268024
prefill,30,ffn_up,blk.30.ffn_up.weight,Q4_0,4096,11008,16,8,262.419342
prefill,30,ffn_down,blk.30.ffn_down.weight,Q4_0,11008,4096,16,8,293.202859
prefill,31,q_proj,blk.31.attn_q.weight,Q4_0,4096,4096,16,8,98.978618
prefill,31,k_proj,blk.31.attn_k.weight,Q4_0,4096,4096,16,8,99.191226
prefill,31,v_proj,blk.31.attn_v.weight,Q4_0,4096,4096,16,8,99.071345
prefill,31,o_proj,blk.31.attn_output.weight,Q4_0,4096,4096,16,8,98.353241
prefill,31,ffn_gate,blk.31.ffn_gate.weight,Q4_0,4096,11008,16,8,262.142887
prefill,31,ffn_up,blk.31.ffn_up.weight,Q4_0,4096,11008,16,8,264.857569
prefill,31,ffn_down,blk.31.ffn_down.weight,Q4_0,11008,4096,16,8,298.434551
prefill,-1,output,output.weight,Q6_K,4096,32000,1,1,355.240909
decode,0,q_proj,blk.0.attn_q.weight,Q4_0,4096,4096,1,16,17.723352
decode,0,k_proj,blk.0.attn_k.weight,Q4_0,4096,4096,1,16,17.463274
decode,0,v_proj,blk.0.attn_v.weight,Q4_0,4096,4096,1,16,17.422830
decode,0,o_proj,blk.0.attn_output.weight,Q4_0,4096,4096,1,16,17.947151
decode,0,ffn_gate,blk.0.ffn_gate.weight,Q4_0,4096,11008,1,16,47.016280
decode,0,ffn_up,blk.0.ffn_up.weight,Q4_0,4096,11008,1,16,46.936652
decode,0,ffn_down,blk.0.ffn_down.weight,Q4_0,11008,4096,1,16,48.122459
decode,1,q_proj,blk.1.attn_q.weight,Q4_0,4096,4096,1,16,17.456312
decode,1,k_proj,blk.1.attn_k.weight,Q4_0,4096,4096,1,16,17.434772
decode,1,v_proj,blk.1.attn_v.weight,Q4_0,4096,4096,1,16,17.520940
decode,1,o_proj,blk.1.attn_output.weight,Q4_0,4096,4096,1,16,17.897905
decode,1,ffn_gate,blk.1.ffn_gate.weight,Q4_0,4096,11008,1,16,46.909720
decode,1,ffn_up,blk.1.ffn_up.weight,Q4_0,4096,11008,1,16,46.909200
decode,1,ffn_down,blk.1.ffn_down.weight,Q4_0,11008,4096,1,16,48.042939
decode,2,q_proj,blk.2.attn_q.weight,Q4_0,4096,4096,1,16,17.450031
decode,2,k_proj,blk.2.attn_k.weight,Q4_0,4096,4096,1,16,17.408633
decode,2,v_proj,blk.2.attn_v.weight,Q4_0,4096,4096,1,16,17.476328
decode,2,o_proj,blk.2.attn_output.weight,Q4_0,4096,4096,1,16,17.884843
decode,2,ffn_gate,blk.2.ffn_gate.weight,Q4_0,4096,11008,1,16,46.965963
decode,2,ffn_up,blk.2.ffn_up.weight,Q4_0,4096,11008,1,16,46.928850
decode,2,ffn_down,blk.2.ffn_down.weight,Q4_0,11008,4096,1,16,48.093206
decode,3,q_proj,blk.3.attn_q.weight,Q4_0,4096,4096,1,16,17.526903
decode,3,k_proj,blk.3.attn_k.weight,Q4_0,4096,4096,1,16,17.439052
decode,3,v_proj,blk.3.attn_v.weight,Q4_0,4096,4096,1,16,17.438090
decode,3,o_proj,blk.3.attn_output.weight,Q4_0,4096,4096,1,16,17.824831
decode,3,ffn_gate,blk.3.ffn_gate.weight,Q4_0,4096,11008,1,16,46.953923
decode,3,ffn_up,blk.3.ffn_up.weight,Q4_0,4096,11008,1,16,46.867588
decode,3,ffn_down,blk.3.ffn_down.weight,Q4_0,11008,4096,1,16,48.624350
decode,4,q_proj,blk.4.attn_q.weight,Q4_0,4096,4096,1,16,17.489173
decode,4,k_proj,blk.4.attn_k.weight,Q4_0,4096,4096,1,16,17.636849
decode,4,v_proj,blk.4.attn_v.weight,Q4_0,4096,4096,1,16,17.490046
decode,4,o_proj,blk.4.attn_output.weight,Q4_0,4096,4096,1,16,17.853294
decode,4,ffn_gate,blk.4.ffn_gate.weight,Q4_0,4096,11008,1,16,46.911358
decode,4,ffn_up,blk.4.ffn_up.weight,Q4_0,4096,11008,1,16,47.003043
decode,4,ffn_down,blk.4.ffn_down.weight,Q4_0,11008,4096,1,16,48.092627
decode,5,q_proj,blk.5.attn_q.weight,Q4_0,4096,4096,1,16,17.440730
decode,5,k_proj,blk.5.attn_k.weight,Q4_0,4096,4096,1,16,17.429120
decode,5,v_proj,blk.5.attn_v.weight,Q4_0,4096,4096,1,16,17.459059
decode,5,o_proj,blk.5.attn_output.weight,Q4_0,4096,4096,1,16,17.922736
decode,5,ffn_gate,blk.5.ffn_gate.weight,Q4_0,4096,11008,1,16,47.011771
decode,5,ffn_up,blk.5.ffn_up.weight,Q4_0,4096,11008,1,16,46.869179
decode,5,ffn_down,blk.5.ffn_down.weight,Q4_0,11008,4096,1,16,48.032432
decode,6,q_proj,blk.6.attn_q.weight,Q4_0,4096,4096,1,16,17.390439
decode,6,k_proj,blk.6.attn_k.weight,Q4_0,4096,4096,1,16,17.437857
decode,6,v_proj,blk.6.attn_v.weight,Q4_0,4096,4096,1,16,17.532915
decode,6,o_proj,blk.6.attn_output.weight,Q4_0,4096,4096,1,16,17.833716
decode,6,ffn_gate,blk.6.ffn_gate.weight,Q4_0,4096,11008,1,16,46.927745
decode,6,ffn_up,blk.6.ffn_up.weight,Q4_0,4096,11008,1,16,46.934399
decode,6,ffn_down,blk.6.ffn_down.weight,Q4_0,11008,4096,1,16,48.137660
decode,7,q_proj,blk.7.attn_q.weight,Q4_0,4096,4096,1,16,17.463495
decode,7,k_proj,blk.7.attn_k.weight,Q4_0,4096,4096,1,16,17.431175
decode,7,v_proj,blk.7.attn_v.weight,Q4_0,4096,4096,1,16,17.400308
decode,7,o_proj,blk.7.attn_output.weight,Q4_0,4096,4096,1,16,17.890375
decode,7,ffn_gate,blk.7.ffn_gate.weight,Q4_0,4096,11008,1,16,46.883029
decode,7,ffn_up,blk.7.ffn_up.weight,Q4_0,4096,11008,1,16,46.882599
decode,7,ffn_down,blk.7.ffn_down.weight,Q4_0,11008,4096,1,16,48.549823
